game_id,Date,Team,Position,Player,AB,R,H,RBI,2B,3B,HR,BB,SB,CS,HBP,SH,SF,SO,KL,GDP,PO,A
7,3/11/2021,Michigan,LF,"Blair, Lexie",4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3/11/2021,Michigan,3B,"Jimenez, Julia",3,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,2,1
7,3/11/2021,Michigan,PR,"    LeClair, Audrey",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,3/11/2021,Michigan,DH,"Allan, Lou",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,3/11/2021,Michigan,1B,"Bump, Taylor",4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
7,3/11/2021,Michigan,C,"Carson, Hannah",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0
7,3/11/2021,Michigan,PR,"    Rodriguez, Kaylee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3/11/2021,Michigan,2B,"Kersten, Sierra",3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
7,3/11/2021,Michigan,CF,"Hoogenraad, Haley",2,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0
7,3/11/2021,Michigan,PH,"    Voss, Lexi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3/11/2021,Michigan,RF,"Gonzalez, Thais",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7,3/11/2021,Michigan,SS,"Rodriguez, Natalia",2,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,2,1
7,3/11/2021,Michigan,P,"Beaubien, Meghan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,3/11/2021,Nebraska,SS,Billie Andrews,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,1
7,3/11/2021,Nebraska,CF,Tristen Edwards,2,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0
7,3/11/2021,Nebraska,2B,Cam Ybarra,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,3/11/2021,Nebraska,PR,    Camyl Armendariz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3/11/2021,Nebraska,RF,Peyton Glatter,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,3/11/2021,Nebraska,PR,    Caitlynn Neal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3/11/2021,Nebraska,DH/P,Kaylin Kinney,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
